8.000000000000000000e+00,9.948572552022433291e-01
1.000000000000000000e+01,9.933026777156307441e-01
1.200000000000000000e+01,9.915792439743367215e-01
1.400000000000000000e+01,9.834607802785780839e-01
1.600000000000000000e+01,9.636002243738263084e-01
1.800000000000000000e+01,8.869073764971155960e-01
2.000000000000000000e+01,6.691424316061770350e-01
2.200000000000000000e+01,3.663994580557751179e-01
2.400000000000000000e+01,1.310547072504803234e-01
2.600000000000000000e+01,4.960590064357509738e-02
2.800000000000000000e+01,1.901294498381876988e-02
3.000000000000000000e+01,5.904706226249634496e-03
3.200000000000000000e+01,9.196703335573556005e-04
3.400000000000000000e+01,3.249825167633386795e-03
3.600000000000000000e+01,2.829313543599258022e-03
3.800000000000000000e+01,1.660957126544170990e-03
4.000000000000000000e+01,2.056320329011252640e-03
4.200000000000000000e+01,6.169412055031155834e-04
4.400000000000000000e+01,1.633268421383252730e-03
