2.000000000000000000e+00,9.915946586281715325e-01
4.000000000000000000e+00,9.918413820615678000e-01
6.000000000000000000e+00,9.916803314738692476e-01
8.000000000000000000e+00,9.910506723526087969e-01
1.000000000000000000e+01,9.897023975011395303e-01
1.200000000000000000e+01,9.902102086344817256e-01
1.400000000000000000e+01,9.887028495466169131e-01
1.600000000000000000e+01,9.850132911902826915e-01
1.800000000000000000e+01,9.772619485595434030e-01
2.000000000000000000e+01,9.510214209231439009e-01
2.200000000000000000e+01,8.790452450004007101e-01
2.400000000000000000e+01,7.235598547989735563e-01
2.600000000000000000e+01,4.790704616235422764e-01
2.800000000000000000e+01,2.236796473603072655e-01
3.000000000000000000e+01,7.699027688875978437e-02
3.200000000000000000e+01,2.122797033504060515e-02
3.400000000000000000e+01,6.155614913555491029e-03
3.600000000000000000e+01,3.037382331971321889e-03
