2.000000000000000000e+00,9.912199428602808116e-01
4.000000000000000000e+00,9.913919841716931636e-01
6.000000000000000000e+00,9.910959883524426139e-01
8.000000000000000000e+00,9.915096136518281034e-01
1.000000000000000000e+01,9.914977153246123942e-01
1.200000000000000000e+01,9.910408718581688037e-01
1.400000000000000000e+01,9.888797200463562698e-01
1.600000000000000000e+01,9.854740385106380840e-01
1.800000000000000000e+01,9.761511502959747677e-01
2.000000000000000000e+01,9.536570217337008160e-01
2.200000000000000000e+01,8.870770092079740543e-01
2.400000000000000000e+01,7.316715357229428562e-01
2.600000000000000000e+01,4.864916647236064429e-01
2.800000000000000000e+01,2.392112434669157739e-01
3.000000000000000000e+01,7.874579771624329316e-02
3.200000000000000000e+01,2.133069418057140232e-02
3.400000000000000000e+01,6.463459688422469596e-03
3.600000000000000000e+01,3.438652960110154515e-03
