0.000000000000000000e+00,8.081495045684605749e-01
2.000000000000000000e+00,7.863531266541160525e-01
4.000000000000000000e+00,7.214102097185014495e-01
6.000000000000000000e+00,6.687935098116815080e-01
8.000000000000000000e+00,5.750575763006379182e-01
1.000000000000000000e+01,4.688060994995148500e-01
1.200000000000000000e+01,3.331257653326001322e-01
1.400000000000000000e+01,1.819125875460088637e-01
1.600000000000000000e+01,9.011518978091700993e-02
1.800000000000000000e+01,2.987425348841442341e-02
2.000000000000000000e+01,4.931893045597656421e-03
2.200000000000000000e+01,2.092344191703518399e-03
2.400000000000000000e+01,1.070663794166686750e-03
2.600000000000000000e+01,2.312947171752710725e-04
2.800000000000000000e+01,6.817445832492506511e-05
3.000000000000000000e+01,8.810615855499588753e-05
3.200000000000000000e+01,8.507316399708920052e-05
3.400000000000000000e+01,4.104098178817820828e-05
3.600000000000000000e+01,2.854457276437956967e-04
3.800000000000000000e+01,1.189821077615643003e-04
