2.000000000000000000e+00,9.905190063728697147e-01
4.000000000000000000e+00,9.908408744452373851e-01
6.000000000000000000e+00,9.911576177739072069e-01
8.000000000000000000e+00,9.923631170604904073e-01
1.000000000000000000e+01,9.917164785240969449e-01
1.200000000000000000e+01,9.909885206466328977e-01
1.400000000000000000e+01,9.900769712037508219e-01
1.600000000000000000e+01,9.857840916757423244e-01
1.800000000000000000e+01,9.770815148791288651e-01
2.000000000000000000e+01,9.515287205458135000e-01
2.200000000000000000e+01,8.815143322904326340e-01
2.400000000000000000e+01,7.236378987267817475e-01
2.600000000000000000e+01,4.792637895335464249e-01
2.800000000000000000e+01,2.341242824009761581e-01
3.000000000000000000e+01,8.057927188741928481e-02
3.200000000000000000e+01,2.032959066965220676e-02
3.400000000000000000e+01,6.785740318217388378e-03
3.600000000000000000e+01,3.469407796082053450e-03
