0.000000000000000000e+00,8.851909900010254129e-01
2.000000000000000000e+00,8.777631378173113008e-01
4.000000000000000000e+00,8.366243290288216672e-01
6.000000000000000000e+00,7.816477183726920908e-01
8.000000000000000000e+00,6.698512277368015022e-01
1.000000000000000000e+01,6.070118554997476767e-01
1.200000000000000000e+01,4.300717689272559596e-01
1.400000000000000000e+01,2.195409365316824679e-01
1.600000000000000000e+01,7.430443596534745676e-02
1.800000000000000000e+01,2.369565235211782903e-02
2.000000000000000000e+01,8.325576463222449444e-03
2.200000000000000000e+01,3.228757456676859374e-04
2.400000000000000000e+01,7.229351354049688835e-04
2.600000000000000000e+01,2.046559201139651471e-04
2.800000000000000000e+01,4.144648238013333235e-04
3.000000000000000000e+01,2.606610451114336081e-04
3.200000000000000000e+01,4.974381952863595423e-05
3.400000000000000000e+01,3.172756622436143309e-04
3.600000000000000000e+01,2.735229710355503089e-04
3.800000000000000000e+01,5.260942706010556501e-05
