2.000000000000000000e+00,9.948450793901452149e-01
4.000000000000000000e+00,9.943055414460664210e-01
6.000000000000000000e+00,9.941357544490764253e-01
8.000000000000000000e+00,9.917432810653942221e-01
1.000000000000000000e+01,9.847757851436262921e-01
1.200000000000000000e+01,9.562240332113798313e-01
1.400000000000000000e+01,8.531648314817188439e-01
1.600000000000000000e+01,5.776602107006486575e-01
1.800000000000000000e+01,2.216786972200721351e-01
2.000000000000000000e+01,5.578762079247045341e-02
2.200000000000000000e+01,1.536211548359441188e-02
2.400000000000000000e+01,5.970693239896291207e-03
2.600000000000000000e+01,3.135451089151458388e-03
2.800000000000000000e+01,2.543907209108688464e-03
3.000000000000000000e+01,2.809013294055662160e-03
3.200000000000000000e+01,1.599989399656151284e-03
3.400000000000000000e+01,1.379969941248804580e-03
3.600000000000000000e+01,6.844580119232585892e-04
